Provincia,Municipio,Localidad,Nombre,Ubicación
GIRONA,Blanes,BLANES,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD BLANES 2
GIRONA,Sant Feliu de Guíxols,SANT FELIU DE GUÍXOLS,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD SANT FELIU DE GUÍXOLS
GIRONA,Torrent,TORRENT,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SERVICIOS INTEGRALES TORRENT
GIRONA,Torrent,TORRENT,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD TORRENT I
GIRONA,Torroella de Montgrí,TORROELLA DE MONTGRÍ,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD TORROELLA DE MONTGRÍ
GIRONA,"Vall d'en Bas, La",SANT ESTEVE D' EN BAS,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD LA VALL D' EN BAS
CUENCA,Villanueva de la Jara,VILLANUEVA DE LA JARA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL VILLANUEVA DE LA JARA
GRANADA,Albuñol,ALBUÑOL,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD ALBUÑOL
GRANADA,Algarinejo,ALGARINEJO,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL ALGARINEJO
GRANADA,Arenas del Rey,ARENAS DEL REY,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL ARENAS DEL REY
GRANADA,Armilla,ARMILLA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD ARMILLA
ZARAGOZA,Sádaba,SÁDABA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SÁDABA
ZARAGOZA,Sástago,SÁSTAGO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SÁSTAGO
ZARAGOZA,Sabiñán,SABIÑÁN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SABIÑÁN
ZARAGOZA,Sos del Rey Católico,SOS DEL REY CATÓLICO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SOS DEL REY CATÓLICO
ZARAGOZA,Tarazona,TARAZONA,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD SAN ATILANO - TARAZONA
ZARAGOZA,Tauste,TAUSTE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD TAUSTE
ZARAGOZA,Used,USED,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL USED
ZARAGOZA,Utebo,UTEBO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD UTEBO
CUENCA,Campillo de Altobuey,CAMPILLO DE ALTOBUEY,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CAMPILLO ALTOBUEY
CUENCA,Cañete,CAÑETE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CAÑETE
CUENCA,Cardenete,CARDENETE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CARDENETE
CIUDAD REAL,Villanueva de la Fuente,VILLANUEVA DE LA FUENTE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL VILLANUEVA DE LA FUENTE
CIUDAD REAL,Villarrubia de los Ojos,VILLARRUBIA DE LOS OJOS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VILLARRUBIA DE LOS OJOS
CIUDAD REAL,Villarta de San Juan,VILLARTA DE SAN JUAN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VILLARTA DE SAN JUAN
CÓRDOBA,Almodóvar del Río,ALMODÓVAR DEL RÍO,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL ALMODÓVAR DEL RÍO
CÓRDOBA,Benamejí,BENAMEJÍ,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD BENAMEJÍ - "FRANCISCO NIETO LUCENA"
CUENCA,"Pedroñeras, Las",PEDROÑERAS (LAS),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LAS PEDROÑERAS
CUENCA,Priego,PRIEGO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD PRIEGO
CUENCA,Quintanar del Rey,QUINTANAR DEL REY,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD QUINTANAR DEL REY
CUENCA,San Clemente,SAN CLEMENTE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SAN CLEMENTE
CUENCA,San Lorenzo de la Parrilla,SAN LORENZO DE LA PARRILLA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SAN LORENZO DE LA PARRILLA
ZARAGOZA,Alfajarín,ALFAJARÍN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALFAJARÍN
ZARAGOZA,Alhama de Aragón,ALHAMA DE ARAGÓN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALHAMA DE ARAGÓN
ZARAGOZA,"Almunia de Doña Godina, La",ALMUNIA DE DOÑA GODINA (LA),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LA ALMUNIA DE DOÑA GODINA
ZARAGOZA,Ariza,ARIZA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ARIZA
ZARAGOZA,Ateca,ATECA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ATECA
ZARAGOZA,Azuara,AZUARA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL DE AZUARA
BARCELONA,Santa Coloma de Gramenet,SANTA COLOMA DE GRAMENET,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD SINGUERLÍN
BARCELONA,Santa Coloma de Gramenet,SANTA COLOMA DE GRAMENET,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD SANTA ROSA
BARCELONA,Santa Coloma de Gramenet,SANTA COLOMA DE GRAMENET,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD LLATÍ
BARCELONA,Santa Coloma de Gramenet,SANTA COLOMA DE GRAMENET,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD DOCTOR VILASECA
BARCELONA,Santa Coloma de Gramenet,SANTA COLOMA DE GRAMENET,CENTRO DE URGENCIAS DE ATENCIÓN PRIMARIA (CUAP),CENTRO SALUD SANTA COLOMA DE GRAMENET
BARCELONA,Santa Eugènia de Berga,SANTA EUGÈNIA DE BERGA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD SANTA EUGÈNIA DE BERGA
BARCELONA,Santa Margarida de Montbui,SANTA MARGARIDA DE MONTBUI,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD SANTA MARGARIDA DE MONTBUI
BARCELONA,Santa Perpètua de Mogoda,SANTA PERPÈTUA DE MOGODA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD SANTA PERPÈTUA DE MOGODA
BARCELONA,Sant Vicenç de Castellet,SANT VICENÇ DE CASTELLET,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD SANT VICENÇ DE CASTELLET
BARCELONA,Sant Vicenç dels Horts,SANT VICENÇ DELS HORTS,CENTRO DE URGENCIAS DE ATENCIÓN PRIMARIA (CUAP),CENTRO SALUD EL SERRAL DE SANT VICENÇ DELS HORTS
BARCELONA,Sitges,SITGES,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD SITGES
BARCELONA,Tona,TONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD TONA
BARCELONA,Tordera,TORDERA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD TORDERA
BARCELONA,Vallirana,VALLIRANA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD VALLIRANA
BARCELONA,Vic,VIC,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD OSONA
BARCELONA,Viladecans,VILADECANS,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD MAS FONT DE VILADECANS
BARCELONA,Viladecans,VILADECANS,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD MARÍA BERNADES
BARCELONA,Vilanova del Camí,VILANOVA DEL CAMÍ,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD VILANOVA DEL CAMÍ
BARCELONA,Vilafranca del Penedès,VILAFRANCA DEL PENEDÈS,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD ALT PENEDÉS
BARCELONA,Vilanova i la Geltrú,VILANOVA I LA GELTRÚ,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD JAUME I
BARCELONA,Badia del Vallès,BADIA DEL VALLÈS,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD BADIA DEL VALLÈS
BURGOS,Aranda de Duero,ARANDA DE DUERO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ARANDA SUR
BURGOS,Belorado,BELORADO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BELORADO
ZARAGOZA,Belchite,BELCHITE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BELCHITE
ZARAGOZA,Borja,BORJA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BORJA
ZARAGOZA,Bujaraloz,BUJARALOZ,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BUJARALOZ
ZARAGOZA,Cariñena,CARIÑENA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CARIÑENA
ZARAGOZA,Caspe,CASPE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD AMANDO LÓRIGA - CASPE
ZARAGOZA,Ejea de los Caballeros,EJEA DE LOS CABALLEROS,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD VIRGEN DE LA OLIVA
ZARAGOZA,Épila,ÉPILA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ÉPILA
ZARAGOZA,Fuentes de Ebro,FUENTES DE EBRO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD FUENTES DE EBRO
ZARAGOZA,Gallur,GALLUR,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD GALLUR
ZARAGOZA,Herrera de los Navarros,HERRERA DE LOS NAVARROS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD HERRERA DE LOS NAVARROS
ZARAGOZA,Illueca,ILLUECA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ILLUECA
ZARAGOZA,Zaragoza,ZARAGOZA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD AMPARO POCH
ZARAGOZA,Zaragoza,ZARAGOZA,PUNTO DE ATENCIÓN CONTINUADA (PAC) Y PAC PEDIATRICO,CENTRO SALUD BOMBARDA
ZARAGOZA,Zaragoza,ZARAGOZA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD JOSÉ R. MUÑOZ FERNANDEZ (SAGASTA)
ZARAGOZA,Zaragoza,ZARAGOZA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LAS FUENTES NORTE
ZARAGOZA,Zaragoza,CASETAS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CASETAS
ZARAGOZA,Zaragoza,ZARAGOZA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD TORRERO-LA PAZ
ZARAGOZA,Zaragoza,ZARAGOZA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD TORRE RAMONA
ZARAGOZA,Zaragoza,ZARAGOZA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SANTA ISABEL
ZARAGOZA,Zaragoza,ZARAGOZA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SAN PABLO
ZARAGOZA,Zaragoza,ZARAGOZA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SAN JOSÉ
ZARAGOZA,Zaragoza,ZARAGOZA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ROMAREDA (SEMINARIO)
ZARAGOZA,Zaragoza,ZARAGOZA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD REBOLERÍA
ZARAGOZA,Zaragoza,ZARAGOZA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD PICARRAL
ZARAGOZA,Zaragoza,ZARAGOZA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD PARQUE ROMA
ZARAGOZA,Zaragoza,ZARAGOZA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD PARQUE GOYA
ZARAGOZA,Zaragoza,ZARAGOZA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LA JOTA
ZARAGOZA,Zaragoza,ZARAGOZA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD FERNANDO EL CATOLICO
ZARAGOZA,Zaragoza,ZARAGOZA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CANAL IMPERIAL
ZARAGOZA,Zaragoza,ZARAGOZA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ARRABAL
ZARAGOZA,Zaragoza,ZARAGOZA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALMOZARA
ZARAGOZA,Zaragoza,ZARAGOZA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ACTUR SUR
ZARAGOZA,Zaragoza,ZARAGOZA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD  VALDEFIERRO
ZARAGOZA,Zaragoza,ZARAGOZA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD  UNIVERSITAS
ZARAGOZA,Zaragoza,ZARAGOZA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD  OLIVER
ZARAGOZA,Zaragoza,ZARAGOZA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD  MIRALBUENO-GARRAPINILLOS
ZARAGOZA,Zaragoza,ZARAGOZA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD  DELICIAS SUR
ZARAGOZA,Zaragoza,ZARAGOZA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD  DELICIAS NORTE
ZARAGOZA,Zuera,ZUERA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ZUERA
MELILLA,Melilla,MELILLA,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),CENTRO DE URGENCIAS SUAP
SALAMANCA,Pedrosillo el Ralo,PEDROSILLO EL RALO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD PEDROSILLO EL RALO
SALAMANCA,Santa Marta de Tormes,SANTA MARTA DE TORMES,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SANTA MARTA DE TORMES
GIRONA,Castell-Platja d'Aro,CASTELL-PLATJA D'ARO,CENTRO DE ATENCIÓN CONTINUADA (CAC),CONSULTORIO LOCAL PLATJA D'ARO
GIRONA,Celrà,CELRÀ,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD CELRÁ
GIRONA,Llançà,LLANÇÀ,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD LLANÇÁ
GIRONA,Lloret de Mar,LLORET DE MAR,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD LLORET - CENTRE
GIRONA,Peralada,PERALADA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD PERALADA
CUENCA,Huete,HUETE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD HUETE
CUENCA,Landete,LANDETE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LANDETE
CUENCA,Mira,MIRA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MIRA
ZAMORA,Villarrín de Campos,VILLARRÍN DE CAMPOS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CAMPOS - LAMPREANA
ZARAGOZA,Alagón,ALAGÓN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALAGÓN
LEÓN,Villafranca del Bierzo,VILLAFRANCA DEL BIERZO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VILLAFRANCA DEL BIERZO
LLEIDA,Agramunt,AGRAMUNT,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD AGRAMUNT
LLEIDA,Alcarràs,ALCARRÀS,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD ALCARRÁS
LLEIDA,Almacelles,ALMACELLES,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD ALMACELLES
LLEIDA,Almenar,ALMENAR,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD ALMENAR
LLEIDA,Artesa de Segre,ARTESA DE SEGRE,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD ARTESA DE SEGRE
LLEIDA,Balaguer,BALAGUER,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD BALAGUER
LLEIDA,Guissona,GUISSONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD GUISSONA
LLEIDA,Mollerussa,MOLLERUSSA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD MOLLERUSSA
LLEIDA,"Pont de Suert, El",PONT DE SUERT (EL),CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD EL PONT DE SUERT
LLEIDA,Solsona,SOLSONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD SOLSONÈS
LLEIDA,Tremp,TREMP,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD TREMP
LA RIOJA,Alberite,ALBERITE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALBERITE
LA RIOJA,Alfaro,ALFARO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALFARO
LA RIOJA,Ausejo,AUSEJO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL AUSEJO
LA RIOJA,Calahorra,CALAHORRA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CALAHORRA
LA RIOJA,Canales de la Sierra,CANALES DE LA SIERRA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL CANALES DE LA SIERRA
LA RIOJA,Cenicero,CENICERO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL CENICERO
LA RIOJA,Cervera del Río Alhama,CERVERA DEL RÍO ALHAMA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CERVERA
LA RIOJA,Ezcaray,EZCARAY,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL EZCARAY
LA RIOJA,Haro,HARO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD HARO
LA RIOJA,Murillo de Río Leza,MURILLO DE RÍO LEZA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MURILLO
LA RIOJA,Rincón de Soto,RINCÓN DE SOTO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL RINCÓN DE SOTO
LA RIOJA,San Román de Cameros,SAN ROMÁN DE CAMEROS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CAMERO VIEJO
LEÓN,"Pola de Gordón, La",POLA DE GORDÓN (LA),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LA POLA DE GORDÓN
LEÓN,Ponferrada,PONFERRADA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD PONFERRADA II
LEÓN,Puente de Domingo Flórez,PUENTE DE DOMINGO FLÓREZ,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD PUENTE DE DOMINGO FLÓREZ
LEÓN,Sahagún,SAHAGÚN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SAHAGÚN
LEÓN,San Emiliano,SAN EMILIANO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SAN EMILIANO DE BABIA
LEÓN,Santa María del Páramo,SANTA MARÍA DEL PÁRAMO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SANTA MARÍA DEL PARAMO
LEÓN,Toreno,TORENO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD TORENO
LEÓN,Valencia de Don Juan,VALENCIA DE DON JUAN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VALENCIA DE DON JUAN
LEÓN,Villablino,VILLABLINO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VILLABLINO
VALENCIA,"Font de la Figuera, la",FONT DE LA FIGUERA (LA),PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL FONT FIGUERA
VALENCIA,Gandia,GANDIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD GANDÍA EL GRAU
VALENCIA,Godella,GODELLA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD GODELLA
VALENCIA,Xàtiva,XÀTIVA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD XÁTIVA
VALENCIA,Llíria,LLÍRIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LLÍRIA
VALENCIA,Llutxent,LLUTXENT,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LLUTXENT
VALENCIA,Manises,MANISES,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MANISES
VALENCIA,Massamagrell,MASSAMAGRELL,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MASSAMAGRELL
VALENCIA,Millares,MILLARES,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL MILLARES
VALENCIA,Mislata,MISLATA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MISLATA
VALENCIA,Mogente/Moixent,MOGENTE/MOIXENT,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MOIXENT
VALENCIA,Moncada,MONCADA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MONCADA
VALENCIA,Montserrat,MONTSERRAT,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MONTSERRAT
VALENCIA,Navarrés,NAVARRÉS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD NAVARRÉS
VALENCIA,Oliva,OLIVA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD OLIVA
VALENCIA,Paiporta,PAIPORTA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SERVICIOS INTEGRALES PAIPORTA
VALENCIA,Paterna,PATERNA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD PATERNA
VALENCIA,Sagunto/Sagunt,PUERTO DE SAGUNTO/SAGUNT,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD PUERTO DE SAGUNTO I
VALENCIA,Sagunto/Sagunt,SAGUNTO/SAGUNT,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SAGUNTO
VALENCIA,Silla,SILLA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SILLA
VALENCIA,Tavernes de la Valldigna,TAVERNES DE LA VALLDIGNA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL TAVERNES DE LA VALLDIGNA PLAYA
GIRONA,Roses,ROSES,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD ROSES
CIUDAD REAL,Agudo,AGUDO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD AGUDO
CIUDAD REAL,Alamillo,ALAMILLO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL ALAMILLO
CIUDAD REAL,Alcoba,ALCOBA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALCOBA DE LOS MONTES
NAVARRA,Estella-Lizarra,ESTELLA/LIZARRA,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD ESTELLA
OURENSE,Verín,VERÍN (SANTA MARÍA A MAIOR),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VERIN
ASTURIAS,Allande,POLA DE ALLANDE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL POLA DE ALLANDE
ASTURIAS,Allande,BERDUCEDO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL BERDUCEDO
ASTURIAS,Belmonte de Miranda,BELMONTE/BALMONTE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL BELMONTE
ASTURIAS,Candamo,SAN ROMÁN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO PERIFÉRICO SAN ROMÁN DE CANDAMO
ASTURIAS,Cangas del Narcea,SIENRA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CANGAS DEL NARCEA
ASTURIAS,Carreño,CANDÁS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CANDÁS
ASTURIAS,Degaña,DEGAÑA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL DEGAÑA
ASTURIAS,Gijón,GIJON/XIXON,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD LA CALZADA II
ASTURIAS,Gijón,GIJON/XIXON,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD NATAHOYO
ASTURIAS,Gijón,GIJON/XIXON,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ROCES-MONTEVIL
ASTURIAS,Gijón,GIJON/XIXON,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD PERCHERA
ASTURIAS,Gijón,GIJON/XIXON,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CONTRUECES
ASTURIAS,Gijón,GIJON/XIXON,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD EL LLANO
ASTURIAS,Gijón,GIJON/XIXON,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SEVERO OCHOA
ASTURIAS,Gijón,GIJON/XIXON,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LAVIADA
ASTURIAS,Gijón,GIJON/XIXON,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD EL COTO
